Transcript,Label,Predicted Emotion,Mapped Value,speaker_id
Probably people that work for your company huh?,3,Neutral,0,945
Of course.  I told them right away.  We called them all right them.,1,Neutral,0,944
"Yeah.  I mean candles wouldn't stay--No, I didn't--I didn't know anything about it.",1,Neutral,0,938
"Well, um- we have a little problem with the system going on.  One of our satellites is down, and I-",0,Neutral,0,939
It gets better.,0,Neutral,0,945
I know I just need to verify every time.  I'm sorry.,0,Neutral,0,941
Marry you again? Huh.,3,Angry,3,942
"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?",3,Angry,3,940
"Yeah, she-yeah, that's my type.",1,Neutral,0,943
Do you think it's them?,0,Neutral,0,939
That's really hard to hear.,2,Sad,2,943
"[BREATHING] I mean, there's nothing really to talk about.  He's gone and I'll never see him again.",2,Sad,2,942
The whole business is really rather ridiculous.,0,Neutral,0,943
Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.,2,Neutral,0,945
"Okay, so you can put me in Holiday Inn for twenty dollar a night?",3,Neutral,0,941
Trying to have a baby.,2,Neutral,0,939
"Oh, yeah, absolutely.  You know, and especially because you've been waiting so long and I know that, um, you've been having a difficult time.",0,Neutral,0,938
"No, no.  I'm tired of listening to you.  You're boorish and idiotic and completely overbearing.",3,Angry,3,943
Why?,0,Neutral,0,942
I can't help it!,3,Angry,3,943
Well I got an idea.  But what's the story?,0,Neutral,0,943
"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be.",1,Neutral,0,943
"Well, that's only your business, Chris.",0,Neutral,0,939
"Actually now that you mention it, no, I don't.",1,Neutral,0,939
Dancing barefoot in the sand. Drinking out of a bottle of champagne.,1,Neutral,0,939
About what?,3,Neutral,0,941
I'm twenty eight years old.,0,Neutral,0,941
Nothing.,3,Neutral,0,939
How many?,2,Neutral,0,942
"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible.",3,Angry,3,939
Okay.,0,Neutral,0,937
right.,0,Neutral,0,944
Nonsense.  They have a bag of venom behind their fangs and they snap. They snap.,3,Angry,3,937
"Oh, don't be so stupid.",3,Angry,3,946
"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",1,Happy,1,937
Turn it off.,3,Angry,3,942
and we will take care of it if anything happens.  But all we can do now is ask for your patience.,0,Neutral,0,939
"[BREATHING] You know, it's lovely here.  The air is sweet.",0,Neutral,0,937
"Yeah, it is.",0,Neutral,0,945
shut up. shut up.  I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,3,Angry,3,941
[BREATHING],1,Neutral,0,943
I'm going to ask her to marry me.,0,Neutral,0,946
You've always had a weak head.,3,Angry,3,937
"Yes, I did quite a lot.",3,Angry,3,946
It wouldn't work this way.,2,Sad,2,940
You know a stupid case of drunk driving it's just...,2,Sad,2,941
That's good.,0,Neutral,0,943
I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,3,Angry,3,940
"I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her here.  I won't stand for any nonsense.",3,Angry,3,942
Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,0,Neutral,0,940
"She really cared about you, you know.",2,Neutral,0,940
"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",0,Neutral,0,941
"I know you are, Augie.  Really I do.  I know you wanted this to be special and nice and it's the full moon and the sand and all but I just couldn't help thinking about being somewhere else.",2,Sad,2,946
Why not?,0,Neutral,0,937
"'Cause if you've been looking, you've been applying for jobs for three years. And-",0,Neutral,0,946
"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",1,Neutral,0,943
I'm not sure where it is.  We can absolutely keep an eye out for for it for you.,0,Neutral,0,943
Why not browns?,0,Neutral,0,946
What do you mean as you can?  Who makes up these rules?,3,Neutral,0,943
I can't help it.,2,Angry,3,942
"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that.",1,Neutral,0,944
How long were you there for?,0,Neutral,0,937
I'm so sorry.,2,Sad,2,941
Okay.  Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,0,Neutral,0,941
"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",2,Sad,2,938
"Yes I did, quite a lot.",3,Angry,3,937
"Do you have a land line, sir?",0,Neutral,0,939
He's like a house manager. Yeah.  It's a good job.,0,Neutral,0,937
Olivia. Um. Okay.  So how long has this problem been?,0,Neutral,0,941
"No, it's not. It's standing on the beach waiting and fighting.",3,Angry,3,939
I know I have a good... I have a really good group of guys with me.,2,Neutral,0,945
bye bye,0,Neutral,0,943
Annie I'm going to make a fortune for you.,1,Neutral,0,941
"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess.",0,Sad,2,943
You're quite insufferable.  I expect it's because you're drunk.,3,Angry,3,941
"On the contrary, a child of two could get violently drunk on only one glass of brandy.",3,Angry,3,942
"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",0,Neutral,0,943
And very much sillier.,1,Happy,1,942
"Well, then it isn't just my business--",3,Angry,3,938
I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,1,Happy,1,939
You ran through the sprinklers in the cemetery?,0,Neutral,0,937
Well I lost them.,2,Sad,2,946
"Give me a kiss, Ann.  Give me a-God I kissed you.",1,Happy,1,946
"I don't care if they bark and roll around like hoops, okay.",3,Angry,3,943
"he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life.",2,Happy,1,944
"It's those Goddamn newspapers, you know? I mean, it's like every day they come out with this new person that comes along. And the next one's going to be Larry.",3,Angry,3,939
"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",0,Neutral,0,937
Well that's the kind of work I'm in honey.,2,Neutral,0,941
No.  Nothing like that.,2,Neutral,0,938
I wish I could give it to you.,0,Neutral,0,945
"No, you'll never forget him.",0,Neutral,0,938
Okay.,0,Neutral,0,943
What was he doing out here at that hour?,2,Neutral,0,938
"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant.",2,Sad,2,943
Tell me something.  You can leave this business?,2,Sad,2,941
He just...,0,Neutral,0,937
Okay.,0,Neutral,0,945
Thanks.,2,Neutral,0,938
Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,3,Angry,3,938
No.,0,Neutral,0,945
It's becoming a habit with you.,0,Neutral,0,943
"Well, she's not a citizen so she wants to get a visa.",0,Neutral,0,945
She'll be like--flowers and the--,1,Neutral,0,938
"Yes, I should probably to a court curtsey.",1,Neutral,0,940
So what exactly is the problem?,0,Neutral,0,941
and the fish won't show up.,3,Angry,3,946
".than you know, in pain and like this gradual, this horrible process.  I mean--",0,Sad,2,938
I got into film school at the Art Academy.,0,Neutral,0,939
"What's that suppose to mean, me above all?  Look at you, you're shaking.",3,Angry,3,944
"Well, you help me stay here.",3,Neutral,0,944
No. No plans. or any- and probably,1,Neutral,0,939
Turn it off.,3,Angry,3,937
Flippancy brings out the acid in their damn sweetness and light.,0,Neutral,0,938
a major part of your life and then they're gone.  And I don't know.  That's not really -- it's never really happened to me before.,2,Neutral,0,942
"If you really want to do it-I mean,",0,Neutral,0,939
Don't be so stupid.,3,Angry,3,939
"It's just all mixed up with so many other things, you know?  You know overseas I was in command of a company?",2,Neutral,0,937
"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",3,Angry,3,940
"I mean, I'm surprised he didn't, ya know--go get a plane to fly over and shine--But candles on the beach, that's okay too I guess--",1,Neutral,0,938
"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now.",1,Angry,3,944
There are people downstairs I suppose.,3,Neutral,0,946
"No.  I'm just working in restaurants and stuff. But, I'm also trying to audition and what not.  So, it's --",0,Neutral,0,944
That's my point too.,0,Neutral,0,945
"yeah, I understand.",0,Neutral,0,943
"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",2,Neutral,0,940
You know.,0,Neutral,0,939
So what?  I'm not fast with women.,3,Angry,3,944
[BREATHING],0,Neutral,0,939
"Um- You know, window is nice. I guess",0,Neutral,0,938
"I'm sorry, sir.",0,Neutral,0,940
"I-I don't know. Kind of a broad,",1,Neutral,0,940
Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.,3,Angry,3,941
What of it?,3,Neutral,0,942
You're going to fill out a form on your desk,3,Neutral,0,946
"Uh, you got a new car, a new house. Uh, a dog.",0,Neutral,0,946
Yeah.,2,Neutral,0,946
"He cried hard, huh?",0,Neutral,0,939
"Hmm.  I noticed that, it's pretty. Big old white moon.",1,Neutral,0,937
You should've met him.,2,Neutral,0,941
What flashlight?,0,Neutral,0,943
Let him kiss you.,0,Neutral,0,942
"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",0,Neutral,0,943
What?,3,Neutral,0,945
Was he very close to his family?,0,Neutral,0,943
"No, I don't have a passport.",0,Neutral,0,945
He saw it.,0,Neutral,0,939
"Well, come on, come on.  Thinking about it like this is definitely not gonna help either though.",0,Neutral,0,938
how was sick?,0,Neutral,0,945
"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go ooh, ah, look at the fish.  They go home.  We go home.",3,Angry,3,942
Hope for some things.,2,Sad,2,939
"But you gotta.  Otherwise, what is--what's your other option?",0,Neutral,0,938
Nobody comes seven hundred miles just to see.,3,Angry,3,942
What of it?,3,Angry,3,946
It's become a habit with you.,0,Neutral,0,939
"Then why is she still single?  New York is full of men, why is she still single?  Probably a hundred people told her she's foolish, but she waited.",3,Angry,3,937
"For heaven's sake, grow up we are not going to see the Grunions.",3,Angry,3,946
"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live.",3,Angry,3,940
"Yeah, as much as I can.",2,Neutral,0,943
"Meaning that sacred and beautiful thing, love?",0,Neutral,0,938
I don't- I don't think it's that bad.,0,Neutral,0,944
"Well, I guess we're just in the wrong spart-spot with the right person.",1,Neutral,0,939
No I'll do no such thing.,3,Neutral,0,941
We didn't see them the first time either.,3,Angry,3,946
Okay. So what-what do I have to get you know,0,Neutral,0,940
[LAUGHTER],1,Neutral,0,937
Yeah.,2,Neutral,0,941
[BREATHING],2,Neutral,0,943
I just- I mean I call people up and I tell them what I'm good at.,0,Neutral,0,937
You're like the rookie? The new kid.,1,Neutral,0,945
I won't be able to hear his voice or his--,2,Sad,2,938
She said sure?,1,Neutral,0,941
Okay.  I'm going to call security. Security!,3,Angry,3,941
Okay.,0,Neutral,0,938
"I just, you know, think you should try a little harder maybe.",0,Neutral,0,937
Yeah.  Let me just call security.,0,Neutral,0,944
"Pass up what?  These little fish swim onto the beach, flop around, and then swim away and then they die.",3,Angry,3,946
"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",1,Neutral,0,940
"call up the Sprint call center and, uh, you know. cool",0,Neutral,0,942
I can't help thinking about being somewhere else.,2,Sad,2,941
"Oh, thank you. [LAUGHTER]",1,Neutral,0,938
"That's incredible yeah ,Congratulations.",1,Neutral,0,944
"Well I mean, you know, I mean it was I mean with that kind of condition,",0,Neutral,0,946
I know what you guys do when you're not working you're union people; you just sit around on your ass.,3,Angry,3,945
"Oh, Then you had a whole weekend of camping?",1,Neutral,0,944
"Right.  Maybe you have, like, you know a little bit of an abrasive vibe or something.",0,Neutral,0,944
lots of drunk frat boys,0,Neutral,0,946
"Oh Elliott, worms don't pop.",1,Angry,3,937
"Oh, this- this form that you have is the wrong form.  You need to go over to the other line on the other side of the D.M.V..",0,Neutral,0,944
"Oh, yes, I am.",3,Angry,3,942
You above all have got to believe. Just don't stop believing.,3,Angry,3,945
I did buy one thing on ebay I don't know that might-,0,Neutral,0,940
"Well, you know what?  Life gets humili... humiliating at times.",0,Neutral,0,943
...and you know?  Baby the jokes on us.  Because you know what you get?  Do you know what you get Carla?  You get this.,3,Angry,3,941
"Uh. Okay.  I -- first of all, I'm very sorry you lost your bag.",0,Neutral,0,942
Professional softball player Malibu. [LAUGHTER],1,Neutral,0,945
Yeah.,2,Neutral,0,943
I'm very sorry but let's check on this immediately.  This is definitely an emergency.  It seems--,0,Angry,3,941
"Snap, snap, snap.  You know you are like a little adder.",3,Angry,3,937
You let him kiss you. You said so.,3,Angry,3,939
Are you going out somewhere dear?,0,Neutral,0,945
"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",3,Angry,3,938
Wait a minute.  I've got it.,0,Neutral,0,938
"How's it going, babe?",0,Neutral,0,939
You got to be positive man.  You got to try to just--,0,Neutral,0,941
You're welcome,0,Neutral,0,943
Same difference.,0,Neutral,0,941
The business?  The business doesn't inspire me.,3,Angry,3,940
You know.,0,Neutral,0,937
"Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore.",0,Neutral,0,944
Why me above all?,3,Neutral,0,939
And he's gone now and I  -- I just can't believe it.,2,Sad,2,944
You have to tell me.,2,Neutral,0,944
"Oh, my gosh.  You told your parents already? and everything",1,Neutral,0,944
"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!",2,Sad,2,943
"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",2,Sad,2,942
Well then maybe you can just call him and he can give you more money.  But right now all I can do--,0,Neutral,0,937
"I know.  I just -- I don't know.  It's just weird because you have somebody who's, you know,",2,Neutral,0,942
Not particularly.,2,Neutral,0,939
Are they so excited?,1,Neutral,0,944
That's not true.  I take responsibility for my own actions.,0,Neutral,0,942
You're just going to leave the business?  You have a business here.  You can't do that.,3,Angry,3,941
That's not - no.,0,Neutral,0,945
are you going into the bars every night?,0,Neutral,0,944
"Oh, dear god what is that all mean, dear god?",1,Angry,3,945
Very well.  If you have to be boorish and idiotic.,3,Angry,3,944
He scored points.,1,Neutral,0,939
"That was a rouser, wasn't it?",1,Neutral,0,940
"Oh, well, yeah of course.",0,Neutral,0,945
Penny slots. That's what he plays.,0,Neutral,0,937
I don't know if Benny was smart like that- but-,2,Neutral,0,939
"Don't be stupid, what?",3,Angry,3,945
"Oh, dear, shall we like that?",0,Neutral,0,938
Who are you going to fire because of that?,3,Angry,3,941
"It's a light brown, tanish.",0,Neutral,0,946
"I've given it three years of thought.  I had hoped if I waited, dad would've forgotten him by now and we could have a- a regular wedding and everybody happy.",3,Sad,2,944
I didn't hit you very hard.,0,Neutral,0,941
probably even talk to--,0,Neutral,0,938
How's that supposed to make me feel?,3,Angry,3,937
"Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the --",0,Neutral,0,944
I kissed you.,1,Neutral,0,939
What have I got to hide?,3,Neutral,0,939
"look at me, like, you know. I mean, Hey, I- it took me, you know, like six years to get where I am now. I mean-",0,Neutral,0,946
Did you talk to him?,2,Neutral,0,938
"Well, you don't want to think like that.",3,Neutral,0,940
"Do they seem to like you? I mean, Can you get any read from them?",0,Neutral,0,943
I'm really sorry ma'am.  There's not----a lot we can do for it.,0,Sad,2,941
"Okay.  Well, that's good.  Yeah, I mean, you're you're- when you're happy you're a pretty personable guy.  And I don't --I don't",0,Neutral,0,944
"Oh, that moment-that was it.",1,Neutral,0,939
"You must admit that he was in love with you, wasn't he?",3,Neutral,0,943
"Two artists, though.  We're bound to be poor forever.",1,Neutral,0,943
Just don't think that way.  Do you hear me?,3,Neutral,0,944
pig,3,Angry,3,944
"I know you are Augie, I know.",2,Neutral,0,937
I do I shall do no such thing.,3,Neutral,0,944
Yes.  I suppose I have been but it's going from me.,2,Neutral,0,946
"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",3,Angry,3,939
So what do you think?,1,Neutral,0,937
maybe get a car.,0,Neutral,0,937
Oh gee.,2,Neutral,0,943
You're the only one I know who loves his parents.,0,Neutral,0,944
Yeah.,2,Neutral,0,940
Do you remember the first time we came to see it? It was about four years ago right after we got married.,2,Neutral,0,940
"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",1,Neutral,0,939
"Well, I'd like to be a working actor.",0,Neutral,0,943
"It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",0,Neutral,0,942
"Yeah, she loves him.",1,Neutral,0,943
"Oh, that reply has broken my heart.",3,Sad,2,943
That's how you want to leave it?,3,Neutral,0,946
It's weird 'cause it's like you expected it to happen and eventually-,2,Neutral,0,939
Yeah.,2,Neutral,0,945
"No, I am beginning to think that maybe this is the spot after all.",1,Neutral,0,943
"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",0,Neutral,0,938
Fine.  Call your supervisor.  Ask supervisor over,3,Angry,3,941
"I mean, what do you want to do?  Do you want to- do you want to talk about it?  Do you-",2,Neutral,0,942
"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",2,Sad,2,943
I just don't know how I'm going to do it without you.,2,Sad,2,937
"Oh, my gosh.",2,Neutral,0,944
I'm going to ask her to marry me.,0,Neutral,0,940
"Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",0,Neutral,0,943
"They -- nonsense, they have a little bag of venom behind their fangs and they snap.",3,Angry,3,942
"and I want- I mean you know you've got to, like, do your hair.  I mean- I don't know, it's like,",0,Neutral,0,946
"Yes, on this I would.",0,Neutral,0,942
"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",0,Neutral,0,938
We didn't see them the first time either.,0,Neutral,0,938
I have a little I think.,0,Neutral,0,940
No.,3,Neutral,0,942
MMhmm.,0,Neutral,0,945
"and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay.",2,Sad,2,938
"Hi, how can I help you?",0,Neutral,0,942
All I'm going to need is your credit card number but just give me one moment. So-,0,Neutral,0,938
"And I remember thinking to myself, finally.  I am as happy as I am supposed to be.",2,Neutral,0,944
There's a lot of people looking for jobs.,0,Neutral,0,945
do you have two forms of ID with you?,0,Neutral,0,940
Maybe if you were with somebody else too.,2,Neutral,0,940
This is the end.  Finally and forever.  Do you hear me?  The end.,3,Angry,3,938
Sure.  All right.  Okay.,0,Neutral,0,937
"That's rough.  I'm really sorry, Ryan.",0,Sad,2,944
Do you think I want to leave you?,2,Sad,2,946
Yes.,0,Neutral,0,943
"Just -- you can fill out the form--We can fill out - no, no, no, we can fill out the form three times.",3,Angry,3,942
Yeah.  That might be something you want to look at.  I mean --,0,Neutral,0,944
It's just so much.,2,Sad,2,944
I'm doing the best I can.,2,Neutral,0,945
What's so horrible is that one can't stay happy.,1,Neutral,0,938
Did you even look at the form?  I filled it out all these questions--,3,Angry,3,945
"Well, I would hope so.",0,Neutral,0,944
get my new license.,0,Neutral,0,940
"maybe just a little, but--",0,Neutral,0,943
It's all I ever knew how to do. I can't quit now.,2,Sad,2,939
How long did that row last?,0,Neutral,0,946
Hey.  How's it going?  I haven't seen you in awhile.,1,Neutral,0,941
No.,0,Neutral,0,937
Hi.,0,Neutral,0,938
She used to have these poetry parties on Memorial Day.,2,Sad,2,937
uh-huh,0,Neutral,0,944
"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",3,Neutral,0,940
"Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?",0,Neutral,0,944
Up to a limit of twenty five dollars.,0,Neutral,0,939
"Well we have some people back there that need some firing so, but I would just really appreciate--",0,Neutral,0,941
"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",0,Neutral,0,940
"That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.",3,Angry,3,945
Do you want to get married again?,1,Neutral,0,937
"Oh man, I'm so excited. So much to do.",1,Happy,1,939
Mind your business.,3,Angry,3,941
Mm hmm.  We'll build a bunker and never come out.,2,Neutral,0,945
"What's going on here, Joe?",3,Angry,3,942
Yeah.,0,Neutral,0,937
"You know why I asked Annie here, don't you?",2,Neutral,0,943
What? Huh?,0,Neutral,0,945
"Well, I guess this is the wrong spot for the right people.",2,Sad,2,941
And I guess that included you.,2,Neutral,0,939
This is no time of year for Tunis.,3,Angry,3,946
With the most perfect poise.,1,Neutral,0,940
"and you popped the cork and while we were dancing, you said the softest most intimate things to me",2,Sad,2,946
"All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.",3,Angry,3,945
"Amanda, listen. Listen.",3,Angry,3,940
A few weeks.  You won't even know that they were there.,0,Neutral,0,942
Why not?,0,Neutral,0,939
"Uh, sorry, I forgot them. I mean I've got to -",0,Neutral,0,940
I guess that's why I came.,1,Neutral,0,941
I can't do that.,2,Neutral,0,941
"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment.",3,Angry,3,940
"It's- It's mixed up with so many other things, I-",2,Neutral,0,943
You're not.,3,Angry,3,946
I don't think you have done everything you could do because I don't have my bag here yet.,3,Angry,3,937
Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.,3,Angry,3,946
What?,3,Neutral,0,937
Yeah.,0,Neutral,0,937
"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",3,Angry,3,943
'Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...,2,Neutral,0,945
"My worst times I think about her, you know, and I",2,Sad,2,941
It's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.,3,Angry,3,942
Tell them my name.  My name is Brent Backersen.,0,Neutral,0,941
You got to keep believing.,2,Sad,2,939
Twice is every year we've tried that's ever.,3,Angry,3,945
"It's weird, I think. I feel so alone, you know? What am I going to do now? Now that he's gone.",2,Sad,2,939
"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?",0,Neutral,0,938
I could hear it right through the floor.,0,Neutral,0,939
"Look at you, you're shaking.",3,Angry,3,941
Cause everything isn't anything like I thought it would be.,3,Sad,2,941
"There's another one, I can't remember.",0,Neutral,0,937
"Annie, Annie I'm going to make a fortune for you.",1,Neutral,0,946
"Oh, totally totally.",1,Neutral,0,940
"You better turn that off, I think.",3,Angry,3,944
I'm sorry there is no guarantee on baggage.,0,Neutral,0,940
I kissed you.,1,Neutral,0,945
Buy some hats?,1,Neutral,0,941
I know.  It's going out of style isn't it?,1,Neutral,0,943
What are you talking about?  It says fill out that part.,3,Neutral,0,941
"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person.",0,Neutral,0,938
"Meaning that sacred and beautiful thing, love?",0,Neutral,0,942
"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",3,Angry,3,937
"Do you think that I thought there would be times when you would look at me like I was used Kleenex or I would look at you and think, good God, when's the next flight to Alaska?  No.  No, I'm just like you. I thought it would all be like peaches and roses, and sand in our toes, and wind in our hair, and the fish would always come.  And the bills would magically pay themselves.  And we'd have three fat rosy kids.  But, ha ha, baby, the jokes on us!",3,Angry,3,944
"Aw, geez.",2,Neutral,0,937
putting your best foot forward? or you,0,Neutral,0,943
And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,2,Neutral,0,941
I do -- I will need to get a gun-,0,Neutral,0,942
I'm testing your patience?,3,Angry,3,946
Mind your own business.,3,Angry,3,943
"So when do you know, like, where you're gonna live? and-",1,Neutral,0,944
"Oh yes, they - they you know they love her and so I mean...",1,Neutral,0,940
Well sort of embarrassed soon as I came.,2,Neutral,0,943
"Mmhmm If I must laugh at everything, I must laugh at us too.",1,Neutral,0,945
"Our baby needs a dad; you can't leave. Okay, you can't disappear.",2,Sad,2,940
Have you asked Annie yet?,0,Neutral,0,944
You marry that girl.  You're pronouncing him dead.  Now what happens to your father?  Do you know because I don't?,3,Angry,3,946
"Yeah, sure.",0,Neutral,0,937
You're far too temperamental.  Try to control yourself.,3,Angry,3,946
"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it.",0,Neutral,0,939
I need to get like a -- just a small little gun just 'cause -- or like a taser or something or just like a butterfly knife,0,Neutral,0,942
"No, you've got to believe.",2,Neutral,0,939
How did you know?,0,Neutral,0,943
Honey after a year I can be back.,2,Sad,2,941
"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",3,Neutral,0,945
Umm...,2,Neutral,0,945
"So why don't we just do that and stop this nonsense, hmm?  Hmm?",3,Angry,3,942
I don't know.,0,Neutral,0,939
Was it an accident?,0,Neutral,0,945
"We're all right, aren't we, darling, whatever happens?",0,Neutral,0,944
"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",0,Neutral,0,937
Uh huh.  I didn't come here get in yelling match either.,0,Angry,3,945
Okay? Thank you for calling.  Goodbye.,0,Neutral,0,939
It was and then I went home.  And it was incredible.  It didn't have any meaning there.,2,Neutral,0,944
You still feel that way?,2,Neutral,0,938
This is a big night for these little guys.  It's like life's last orgy.,0,Neutral,0,937
Don't laugh at me.  I'm serious.,0,Neutral,0,944
"he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life.",2,Happy,1,944
I just wish there was something I could do.,2,Sad,2,945
Do they always run during a full moon?  I don't remember.  Was it full last year?,0,Neutral,0,937
"Well I didn't want it to be like cheesy, you know.",1,Neutral,0,942
I had eight hundred pounds of luggage.,3,Angry,3,941
"Well, I'm not the only one.  Look at all these people.",0,Neutral,0,938
"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",1,Happy,1,941
But don't think that way.  You hear me?,3,Angry,3,946
Horrible thing.  I hated it.,0,Angry,3,946
Do you understand who my husband is?,3,Angry,3,937
yeah.,2,Neutral,0,939
Or not.,1,Neutral,0,941
"I know.  Well, we'll have to figure all that out.  I mean, I think the Army's going to provide childcare and help us out with that. um.",2,Neutral,0,943
"Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.",3,Angry,3,945
Yes.  You just tell them Brent Backersen sent you.,0,Neutral,0,941
Give me a...,1,Neutral,0,937
"Well maybe, maybe he just wanted to see her.",0,Neutral,0,941
"I- I- I understand, but um.",0,Neutral,0,940
"Yes, I did, quite a lot.",3,Neutral,0,942
"Augie, you bought refreshments.",1,Neutral,0,937
I didn't say that.,2,Neutral,0,937
You must admit he was in love with you.,3,Neutral,0,941
I'm sorry to hear that.,2,Neutral,0,945
Yes.,0,Neutral,0,937
I could hear him right through the floor of my room.,2,Neutral,0,943
"No.  Nobody in my house better dare and challenge her faith.  You know and maybe strangers but not his father, not his brother.",3,Angry,3,941
"Well, what if-what happens when our love-",0,Neutral,0,943
Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,3,Angry,3,939
"No, you're not.",3,Angry,3,942
Ah.,2,Neutral,0,940
